Bedroom AbvGr,Bsmt Qual_Fa,Bsmt Qual_Gd,Bsmt Qual_None,Bsmt Qual_Po,Bsmt Qual_TA,BsmtExposureEnc,BsmtFin Type 1_BLQ,BsmtFin Type 1_GLQ,BsmtFin Type 1_LwQ,BsmtFin Type 1_None,BsmtFin Type 1_Rec,BsmtFin Type 1_Unf,Central Air_Y,Exter Qual_Fa,Exter Qual_Gd,Exter Qual_TA,Exterior1stEnc,Exterior2Enc,Fireplace Qu_Fa,Fireplace Qu_Gd,Fireplace Qu_None,Fireplace Qu_Po,Fireplace Qu_TA,Fireplaces,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Garage Area,Garage Finish_None,Garage Finish_RFn,Garage Finish_Unf,Garage Yr Blt,GarageQualEnc,GarageTypeEnc,Gr Liv Area,Heating QC_Fa,Heating QC_Gd,Heating QC_Po,Heating QC_TA,Id,Kitchen AbvGr,Kitchen Qual_Fa,Kitchen Qual_Gd,Kitchen Qual_Po,Kitchen Qual_TA,Lot Area,Lot Frontage,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Low Qual Fin SF,MS SubClass,MSzoningEnc,Mas Vnr Area,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Overall Qual,PID,PavedDriveEnc,SalePrice,SaleTypeEnc,TotRms AbvGrd,Total Bsmt SF,TotalBath,TotalPorch,TotalSF,Year Built,Year Remod/Add
4,0,1,0,0,0,1.0,0,0,0,0,0,1,1,0,1,0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,648.0,0,0,0,2000.0,1.0,0.0,2285,0,0,0,0,1763,1,0,1,0,0,11000,88.5,0,0,1,0,60,1.0,72.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,528326060,1.0,12.421184025147118,1.0,8,969.0,2.5,56,3254.0,2000,2000
3,0,0,0,0,1,1.0,0,0,0,0,0,1,1,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,264.0,0,0,1,1963.0,1.0,1.0,1117,0,0,0,0,1283,1,0,0,0,1,7590,69.0,0,0,1,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,535477090,1.0,11.826786849205313,0.0,6,1117.0,1.0,0,2234.0,1963,1963
1,0,1,0,0,0,0.0,0,1,0,0,0,0,1,0,1,0,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,420.0,0,0,0,2003.0,1.0,1.0,848,0,0,0,0,2803,1,0,1,0,0,4435,37.0,0,0,1,0,120,0.0,170.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,907290160,1.0,11.79810440720389,1.0,4,848.0,2.0,140,1696.0,2003,2003
3,0,0,0,0,1,1.0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,286.0,0,0,1,1956.0,1.0,1.0,1048,0,0,0,1,1927,1,0,0,0,1,10152,72.0,0,0,1,0,20,1.0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,535180030,1.0,11.813030057420567,1.0,6,1048.0,2.0,212,2096.0,1956,1956
2,0,1,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,288.0,0,0,1,1969.0,1.0,1.0,936,0,0,0,1,1036,1,0,0,0,1,10295,68.0,0,0,1,0,20,1.0,72.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,527402130,1.0,11.625360894300016,0.0,4,936.0,1.0,16,1872.0,1969,1969
3,0,0,0,0,1,1.0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,506.0,0,0,1,1980.0,1.0,0.0,1283,0,0,0,1,1237,1,0,0,0,1,7763,70.0,0,0,1,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,535151160,1.0,11.84939770159144,1.0,6,931.0,2.0,0,2214.0,1962,1980
4,0,0,1,0,0,0.0,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,680.0,0,0,0,1991.0,1.0,0.0,1588,0,0,0,1,1375,1,0,0,0,1,17120,80.0,0,0,1,0,50,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,904101170,0.0,11.808813773969108,1.0,7,0.0,2.0,59,1588.0,1959,1959
3,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0,724.0,0,0,0,2007.0,1.0,1.0,2042,0,0,0,0,1643,1,0,0,0,0,13870,81.0,0,0,0,0,20,1.0,250.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,527256040,1.0,13.028052697933088,0.0,8,1742.0,3.0,466,3784.0,2006,2007
4,0,1,0,0,0,1.0,0,1,0,0,0,0,1,0,1,0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,844.0,0,1,0,1994.0,1.0,1.0,2526,0,0,0,0,2453,1,0,1,0,0,10120,92.0,0,0,1,0,60,1.0,391.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,528365090,1.0,12.577636201962656,1.0,8,1165.0,3.5,387,3691.0,1994,1994
3,0,1,0,0,0,0.0,0,1,0,0,0,0,1,0,1,0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,597.0,0,1,0,1999.0,1.0,1.0,1873,0,0,0,0,2129,1,0,1,0,0,10820,47.0,1,0,0,0,60,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,907187040,1.0,12.36946619243861,1.0,7,988.0,2.5,325,2861.0,1999,1999
3,0,0,0,0,1,1.0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,400.0,0,0,1,1956.0,1.0,0.0,1416,0,0,0,0,2640,1,0,1,0,0,9600,60.0,0,0,1,0,50,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,902104020,1.0,11.960811288962345,1.0,7,780.0,1.5,24,2196.0,1900,2004
3,0,1,0,0,0,1.0,0,0,0,0,0,1,1,0,0,1,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,460.0,0,1,0,2000.0,1.0,1.0,1664,0,0,0,0,2437,1,0,0,0,1,8121,63.0,0,0,0,0,60,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,528275060,1.0,12.05757263721173,1.0,7,953.0,2.5,140,2617.0,2000,2000
3,0,1,0,0,0,1.0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,480.0,0,0,0,2007.0,1.0,1.0,1428,0,0,0,0,1123,1,0,1,0,0,11639,95.0,0,0,1,0,20,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,528462040,1.0,12.111761966058932,0.0,6,1428.0,2.0,120,2856.0,2007,2008
2,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0,1,0,0,0,1,0,1,0,0,0,925.0,0,1,0,2005.0,1.0,1.0,1792,0,0,0,0,2398,1,0,1,0,0,13758,121.0,0,0,0,0,20,1.0,430.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,528150080,1.0,12.82771576849868,0.0,6,1792.0,3.0,253,3584.0,2005,2006
4,0,1,0,0,0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0,0,0,0,1,1,0,1,0,0,0,614.0,0,0,0,1995.0,1.0,0.0,2814,0,0,0,0,1420,1,0,1,0,0,9771,67.0,0,1,0,0,60,1.0,190.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,906204280,1.0,12.468436909997665,1.0,9,1077.0,3.0,296,3891.0,1995,2002
2,0,0,0,0,1,1.0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,819,0,0,0,0,2693,1,0,1,0,0,9000,50.0,0,0,1,0,30,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,903454020,0.0,11.184421397998193,1.0,4,610.0,1.0,0,1429.0,1919,1950
3,0,0,0,0,1,1.0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0.0,1,0,0,0.0,0.0,0.0,1344,0,0,0,0,1370,2,0,0,0,1,10320,60.0,0,0,1,0,190,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,903481100,0.0,11.319037271804808,1.0,8,536.0,2.0,246,1880.0,1915,1950
3,0,0,0,0,1,1.0,0,0,0,0,0,1,1,0,0,1,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,583.0,0,1,0,1972.0,1.0,1.0,2119,0,0,0,1,392,1,0,0,0,1,10448,80.0,0,0,0,0,80,1.0,333.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,527378140,1.0,11.970350312009105,0.0,7,689.0,2.5,104,2808.0,1972,1972
2,0,0,0,0,1,1.0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,240.0,0,0,1,1948.0,1.0,0.0,1285,0,0,0,1,1351,1,0,0,0,1,8635,50.0,0,0,1,0,50,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,903236010,1.0,11.751942365440728,1.0,6,672.0,2.0,0,1957.0,1948,2001
1,0,1,0,0,0,0.0,0,1,0,0,0,0,1,0,1,0,0.0,0.0,0,0,0,0,1,2,1,0,0,0,0,528.0,0,1,0,1987.0,0.0,1.0,1433,0,0,0,0,246,1,0,1,0,0,11980,83.0,0,0,1,0,20,1.0,177.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,906201120,1.0,12.506177237980511,1.0,4,1433.0,2.5,544,2866.0,1987,1987
1,0,1,0,0,0,0.0,0,1,0,0,0,0,1,0,1,0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,612.0,0,0,0,1983.0,0.0,0.0,2132,0,0,0,0,802,1,0,1,0,0,12327,79.0,0,0,0,0,50,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,906201130,1.0,12.66539442642905,1.0,5,1496.0,2.5,389,3628.0,1983,2009
2,0,0,0,0,1,0.0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,312.0,0,1,0,1959.0,1.0,0.0,1357,0,1,0,0,1404,1,0,0,0,0,11512,124.0,0,0,0,0,80,1.0,84.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,905402090,1.0,12.083905011555967,1.0,5,1019.0,2.0,163,2376.0,1959,2006
3,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,701.0,0,1,0,1990.0,1.0,1.0,2196,0,1,0,0,803,1,0,1,0,0,14684,90.0,0,0,0,0,20,1.0,234.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,906203120,1.0,12.513189630620563,1.0,7,2158.0,2.0,154,4354.0,1990,1991
3,0,1,0,0,0,0.0,0,0,0,0,0,1,1,0,0,1,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0,336.0,0,0,0,1976.0,1.0,0.0,1304,0,0,0,1,1595,1,0,0,0,1,2665,21.0,0,0,1,0,160,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,923225150,1.0,11.652687407345388,1.0,4,264.0,1.5,165,1568.0,1976,1976
4,0,0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,2358,1,0,0,0,1319,1,0,0,0,1,5250,50.0,0,0,1,205,70,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,902330010,1.0,11.711776323715394,1.0,8,684.0,2.0,74,2837.0,1872,1987
2,0,1,0,0,0,1.0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,691.0,0,0,0,1986.0,0.0,1.0,2726,0,1,0,0,2231,1,0,1,0,0,18044,70.0,0,0,0,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,909475230,1.0,12.66032791780777,1.0,6,279.0,2.5,449,3005.0,1986,1986
3,0,1,0,0,0,0.0,0,0,0,0,0,1,1,0,1,0,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,639.0,0,1,0,2006.0,1.0,1.0,1797,0,0,0,0,2162,1,0,1,0,0,9245,79.0,0,0,0,0,60,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,907410050,1.0,12.271392111650817,1.0,8,939.0,2.5,197,2736.0,2006,2006
2,0,0,1,0,0,0.0,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,625.0,0,0,1,1950.0,1.0,0.0,1040,0,0,0,1,2622,1,0,0,0,1,7200,60.0,0,0,1,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,535451190,1.0,11.603679828238693,1.0,5,0.0,1.0,0,1040.0,1950,1950
2,0,0,0,0,1,1.0,0,0,0,0,0,0,1,0,0,1,1.0,1.0,0,0,1,0,0,0,1,0,0,0,0,250.0,0,0,1,1948.0,1.0,0.0,789,0,0,0,0,1300,1,0,0,0,1,6000,50.0,0,0,1,0,20,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,902201120,1.0,11.652687407345388,1.0,5,789.0,1.0,0,1578.0,1948,1950
1,0,1,0,0,0,1.0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0,588.0,0,1,0,2004.0,1.0,1.0,1143,0,0,0,0,2505,1,0,1,0,0,3628,34.0,0,0,1,0,120,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,533206040,1.0,12.080509422554828,1.0,5,1143.0,1.5,191,2286.0,2004,2004
3,0,0,0,0,1,1.0,0,0,0,0,0,1,1,0,0,1,0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,462.0,0,1,0,1968.0,1.0,1.0,1489,0,1,0,0,582,1,0,1,0,0,9156,80.0,0,0,0,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,534127170,1.0,12.132156962580005,1.0,7,1489.0,2.0,0,2978.0,1968,1968
3,0,1,0,0,0,0.0,0,1,0,0,0,0,1,0,1,0,1.0,1.0,0,0,0,0,1,2,0,1,0,0,0,660.0,0,0,0,1999.0,1.0,1.0,1852,0,0,0,0,1458,1,0,1,0,0,9066,73.0,0,0,0,0,60,1.0,320.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,907254020,1.0,12.345834587905333,1.0,7,1004.0,2.5,330,2856.0,1999,2000
3,0,0,0,0,1,1.0,0,0,0,0,0,1,1,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,960,0,0,0,0,281,1,0,0,0,1,6410,64.0,0,0,1,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,908203100,1.0,11.407564949312402,1.0,5,960.0,1.0,0,1920.0,1958,1958
2,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,1.0,1.0,0,0,1,0,0,0,1,0,0,0,0,624.0,0,0,1,1987.0,1.0,0.0,768,0,0,0,0,2298,1,0,0,0,1,7244,54.0,0,0,1,0,85,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,923230180,1.0,11.771436160121729,1.0,5,768.0,2.0,104,1536.0,1970,1970
3,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,353.0,0,0,0,1956.0,1.0,1.0,1124,0,0,0,0,2580,1,0,0,0,1,10152,72.0,0,0,1,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,535180020,1.0,11.938193200374572,1.0,6,1124.0,2.0,533,2248.0,1956,1994
2,0,1,0,0,0,0.0,0,1,0,0,0,0,1,0,1,0,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,528.0,0,1,0,2009.0,1.0,0.0,1224,0,0,0,0,568,1,0,1,0,0,3000,30.0,0,0,1,0,160,0.0,76.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,533210020,1.0,12.065274916913605,0.0,4,612.0,2.5,234,1836.0,2009,2009
3,0,1,0,0,0,1.0,0,0,0,0,0,1,1,0,0,1,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0.0,1,0,0,0.0,0.0,0.0,1100,0,0,0,0,1807,1,0,0,0,1,7500,63.0,0,0,1,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,531363020,1.0,11.891361900690473,0.0,6,1100.0,1.5,136,2200.0,2006,2007
3,0,0,0,0,1,1.0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,470.0,0,0,1,1949.0,1.0,1.0,1556,0,0,0,1,129,1,0,0,0,1,17360,120.0,0,0,1,0,50,1.0,340.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,534431070,1.0,12.058152515453552,1.0,6,782.0,2.0,150,2338.0,1949,1950
3,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,460.0,0,1,0,1976.0,1.0,1.0,1262,0,0,0,0,1860,1,0,0,0,1,9600,80.0,0,0,1,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,533254130,1.0,12.109010932687042,1.0,6,1262.0,2.5,298,2524.0,1976,1976
3,0,1,0,0,0,0.0,0,1,0,0,0,0,1,0,1,0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,550.0,0,1,0,1996.0,1.0,1.0,1661,0,0,0,0,839,1,0,1,0,0,10667,43.0,1,0,0,0,60,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,907131090,1.0,12.26434155365415,0.0,6,799.0,3.5,219,2460.0,1996,1996
4,0,0,0,0,1,1.0,0,0,0,0,0,1,1,0,0,1,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,482.0,0,1,0,1978.0,1.0,1.0,1857,0,0,0,1,2349,1,0,0,0,1,10530,81.0,0,0,1,0,60,1.0,68.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,527355060,1.0,12.1489730534896,1.0,8,945.0,2.5,505,2802.0,1978,1978
2,1,0,0,0,0,1.0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,666,1,0,0,0,1903,1,0,1,0,0,5000,50.0,0,0,1,0,20,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,534450110,0.0,11.074420502783864,1.0,4,666.0,1.5,52,1332.0,1946,1950
4,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,522.0,0,0,0,1978.0,1.0,1.0,1981,0,0,0,0,234,1,0,1,0,0,17082,82.5,0,0,0,0,60,1.0,288.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,905352140,1.0,12.345834587905333,1.0,8,1117.0,3.5,440,3098.0,1978,1992
3,0,0,0,0,1,1.0,0,0,0,0,0,0,1,0,0,1,1.0,1.0,0,1,0,0,0,1,1,0,0,0,0,576.0,0,0,1,1975.0,1.0,0.0,1351,0,0,0,1,2172,1,0,0,0,1,16287,74.0,0,0,1,0,50,1.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,908127060,0.0,11.711776323715394,1.0,7,901.0,2.0,143,2252.0,1925,1950
2,0,0,0,0,1,1.0,0,0,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,319.0,0,0,1,1956.0,1.0,1.0,1005,0,0,0,0,2588,1,0,0,0,1,11050,65.0,0,0,1,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,535325340,1.0,11.801856756822442,1.0,6,1005.0,1.0,288,2010.0,1956,1956
4,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,1,1,0,1,0,0,0,336.0,0,0,1,1976.0,1.0,1.0,1475,0,0,0,1,1596,1,0,0,0,1,2665,41.0,0,0,1,0,160,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,923225200,1.0,11.771436160121729,1.0,6,550.0,2.0,118,2025.0,1976,1976
3,0,1,0,0,0,1.0,0,1,0,0,0,0,1,0,1,0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0,850.0,0,1,0,2003.0,1.0,1.0,1978,0,0,0,0,264,1,0,1,0,0,10389,80.0,0,0,1,0,20,1.0,320.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,907250030,1.0,12.669806661762314,1.0,8,1978.0,3.5,213,3956.0,2003,2003
3,0,1,0,0,0,1.0,0,0,0,0,0,1,1,0,1,0,1.0,1.0,0,1,0,0,0,1,0,1,0,0,0,871.0,0,1,0,2006.0,1.0,1.0,1606,0,1,0,0,451,1,0,1,0,0,9658,70.0,0,0,0,0,20,1.0,383.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,528172060,1.0,12.45254202214788,1.0,6,1598.0,2.0,290,3204.0,2006,2006
3,0,1,0,0,0,1.0,0,0,0,0,0,1,1,0,0,1,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0.0,1,0,0,0.0,0.0,0.0,1158,0,0,0,0,536,1,0,1,0,0,7500,63.0,0,0,1,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,531363050,1.0,11.874090314181814,1.0,5,1158.0,1.5,50,2316.0,2004,2004
3,0,0,0,0,0,1.0,0,1,0,0,0,0,1,0,1,0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0,678.0,0,1,0,2005.0,1.0,1.0,1822,0,0,0,0,43,1,0,0,0,0,14122,79.0,0,0,0,0,20,1.0,240.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,528138020,1.0,12.464583340681674,1.0,8,1822.0,2.0,119,3644.0,2005,2006
3,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,2,1,0,0,0,0,450.0,0,0,1,1953.0,1.0,0.0,2259,0,0,0,1,2223,1,0,1,0,0,21000,64.0,0,0,1,0,20,1.0,184.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,909428120,1.0,12.287652632522597,0.0,7,1809.0,3.0,478,4068.0,1953,1953
3,0,1,0,0,0,1.0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,440.0,0,0,1,1950.0,1.0,0.0,1635,0,0,0,0,2009,1,0,0,0,1,8737,70.0,0,0,0,0,50,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,903206170,1.0,12.254862809699606,1.0,6,1065.0,1.5,182,2700.0,1923,1950
3,0,0,0,0,1,1.0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,902.0,0,0,1,1973.0,1.0,0.0,1002,0,0,0,1,394,1,0,0,0,1,8750,72.0,0,0,0,0,20,1.0,76.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,527402220,1.0,11.908340237224891,1.0,5,1002.0,2.0,0,2004.0,1970,1970
